episode,reward,steps,success,epsilon,loss
1,-200.0,200,False,1.0,
2,-200.0,200,False,0.9996833333333334,0.0849355161190033
3,-200.0,200,False,0.9993666666666666,0.05301043391227722
4,-200.0,200,False,0.99905,0.05356761813163757
5,-200.0,200,False,0.9987333333333334,0.03151969984173775
6,-200.0,200,False,0.9984166666666666,0.03488392382860184
7,-200.0,200,False,0.9981,0.031870756298303604
8,-200.0,200,False,0.9977833333333334,0.033503398299217224
9,-200.0,200,False,0.9974666666666666,0.030324662104249
10,0.0,21,True,0.99715,0.025686655193567276
11,-200.0,200,False,0.9968333333333333,0.03213915228843689
12,-200.0,200,False,0.9965166666666667,0.02968277968466282
13,-200.0,200,False,0.9962,0.06277835369110107
14,-200.0,200,False,0.9958833333333333,0.1860904097557068
15,-200.0,200,False,0.9955666666666667,0.029348857700824738
16,-200.0,200,False,0.99525,0.021273255348205566
17,-200.0,200,False,0.9949333333333333,0.020732838660478592
18,-200.0,200,False,0.9946166666666667,0.027354765683412552
19,-200.0,200,False,0.9943,0.014699796214699745
20,-200.0,200,False,0.9939833333333333,0.013791168108582497
21,-200.0,200,False,0.9936666666666667,0.018375329673290253
22,-200.0,200,False,0.99335,0.01013680174946785
23,-200.0,200,False,0.9930333333333333,0.03774728253483772
24,-200.0,200,False,0.9927166666666667,0.023444652557373047
25,-175.0,196,False,0.9924,0.013480582274496555
26,-200.0,200,False,0.9920833333333333,0.15183764696121216
27,-200.0,200,False,0.9917666666666667,0.021886056289076805
28,-200.0,200,False,0.99145,0.010984508320689201
29,-200.0,200,False,0.9911333333333333,0.00966157577931881
30,-200.0,200,False,0.9908166666666667,0.008266485296189785
31,-27.0,48,False,0.9905,0.006874762941151857
32,-68.0,89,False,0.9901833333333333,0.006563973147422075
33,-200.0,200,False,0.9898666666666667,0.009021359495818615
34,-70.0,91,False,0.98955,0.006639793980866671
35,-200.0,200,False,0.9892333333333333,0.01927809789776802
36,-200.0,200,False,0.9889166666666667,0.01802028901875019
37,-139.0,160,False,0.9886,0.012451482936739922
38,-200.0,200,False,0.9882833333333333,0.009307095780968666
39,-200.0,200,False,0.9879666666666667,0.009476078674197197
40,-200.0,200,False,0.98765,0.00870305486023426
41,-200.0,200,False,0.9873333333333333,0.006628306116908789
42,-200.0,200,False,0.9870166666666667,0.007584271486848593
43,-200.0,200,False,0.9867,0.0064795976504683495
44,-66.0,87,False,0.9863833333333334,0.009219247847795486
45,-200.0,200,False,0.9860666666666666,0.19849401712417603
46,-200.0,200,False,0.98575,0.008405260741710663
47,-176.0,197,False,0.9854333333333334,0.007740710861980915
48,-200.0,200,False,0.9851166666666666,0.006490438245236874
49,-200.0,200,False,0.9848,0.028037145733833313
50,-200.0,200,False,0.9844833333333334,0.028497252613306046
51,-200.0,200,False,0.9841666666666666,0.008330022916197777
52,-200.0,200,False,0.98385,0.15314100682735443
53,-200.0,200,False,0.9835333333333334,0.010018986649811268
54,-19.0,40,False,0.9832166666666666,0.010167584754526615
55,-200.0,200,False,0.9829,0.007219698745757341
56,-200.0,200,False,0.9825833333333334,0.04928833618760109
57,-200.0,200,False,0.9822666666666666,0.14689801633358002
58,-200.0,200,False,0.98195,0.004369514528661966
59,-200.0,200,False,0.9816333333333334,0.0432170145213604
60,-200.0,200,False,0.9813166666666666,0.008914988487958908
61,-200.0,200,False,0.981,0.0049590603448450565
62,-160.0,181,False,0.9806833333333334,0.347289502620697
63,-200.0,200,False,0.9803666666666667,0.008207636885344982
64,-200.0,200,False,0.98005,0.004308129660785198
65,-200.0,200,False,0.9797333333333333,0.033157967031002045
66,-200.0,200,False,0.9794166666666667,0.12317293882369995
67,-200.0,200,False,0.9791,0.007450683042407036
68,-200.0,200,False,0.9787833333333333,0.03702208772301674
69,-200.0,200,False,0.9784666666666667,0.006564728450030088
70,-200.0,200,False,0.97815,0.0511767640709877
71,-200.0,200,False,0.9778333333333333,0.16374875605106354
72,-200.0,200,False,0.9775166666666667,0.00544739980250597
73,-200.0,200,False,0.9772,0.011921616271138191
74,-200.0,200,False,0.9768833333333333,0.005177367478609085
75,1.0,20,True,0.9765666666666667,0.011024005711078644
76,-200.0,200,False,0.97625,0.011227473616600037
77,-200.0,200,False,0.9759333333333333,0.03644971549510956
78,-200.0,200,False,0.9756166666666667,0.06783344596624374
79,-200.0,200,False,0.9753000000000001,0.003078815061599016
80,-200.0,200,False,0.9749833333333333,0.0580366887152195
81,-200.0,200,False,0.9746666666666667,0.00997285358607769
82,-24.0,45,False,0.97435,0.008379892446100712
83,-200.0,200,False,0.9740333333333333,0.16239045560359955
84,-200.0,200,False,0.9737166666666667,0.004652769770473242
85,-200.0,200,False,0.9734,0.006357839331030846
86,-200.0,200,False,0.9730833333333333,0.0048309070989489555
87,-133.0,154,False,0.9727666666666667,0.0037712857592850924
88,-200.0,200,False,0.97245,0.1872997283935547
89,-200.0,200,False,0.9721333333333333,0.005420398898422718
90,-200.0,200,False,0.9718166666666667,0.012201311066746712
91,-200.0,200,False,0.9715,0.017411481589078903
92,-151.0,172,False,0.9711833333333333,0.15883295238018036
93,-118.0,139,False,0.9708666666666667,0.01879735104739666
94,-200.0,200,False,0.97055,0.004913086537271738
95,-200.0,200,False,0.9702333333333333,0.004331938456743956
96,-200.0,200,False,0.9699166666666666,0.010622793808579445
97,-200.0,200,False,0.9696,0.06552304327487946
98,-200.0,200,False,0.9692833333333334,0.0030193289276212454
99,-200.0,200,False,0.9689666666666666,0.03834488242864609
100,-122.0,143,False,0.96865,0.0027368857990950346
101,-200.0,200,False,0.9683333333333334,0.0032388162799179554
102,-200.0,200,False,0.9680166666666666,0.028163384646177292
103,-200.0,200,False,0.9677,0.044338688254356384
104,-200.0,200,False,0.9673833333333334,0.0179578997194767
105,-143.0,164,False,0.9670666666666666,0.013666055165231228
106,-200.0,200,False,0.96675,0.00711635360494256
107,-200.0,200,False,0.9664333333333334,0.04219518601894379
108,-200.0,200,False,0.9661166666666666,0.0015439674025401473
109,-200.0,200,False,0.9658,0.29063260555267334
110,-200.0,200,False,0.9654833333333334,0.006555857136845589
111,-200.0,200,False,0.9651666666666666,0.004288959316909313
112,-172.0,193,False,0.96485,0.016021279618144035
113,-200.0,200,False,0.9645333333333334,0.0072926427237689495
114,-144.0,165,False,0.9642166666666667,0.011115497909486294
115,-200.0,200,False,0.9639,0.04146679490804672
116,-200.0,200,False,0.9635833333333333,0.004276440013200045
117,-200.0,200,False,0.9632666666666667,0.007390622980892658
118,-200.0,200,False,0.96295,0.0029989450704306364
119,-200.0,200,False,0.9626333333333333,0.04309897869825363
120,-200.0,200,False,0.9623166666666667,0.008743536658585072
121,-172.0,193,False,0.962,0.1712695211172104
122,-200.0,200,False,0.9616833333333333,0.1624227911233902
123,-74.0,95,False,0.9613666666666667,0.024729840457439423
124,-78.0,99,False,0.96105,0.021638287231326103
125,-200.0,200,False,0.9607333333333333,0.159341961145401
126,-200.0,200,False,0.9604166666666667,0.039022717624902725
127,-200.0,200,False,0.9601,0.06849177181720734
128,-19.0,40,False,0.9597833333333333,0.005502987653017044
129,-200.0,200,False,0.9594666666666667,0.045065559446811676
130,-200.0,200,False,0.95915,0.005549449007958174
131,-200.0,200,False,0.9588333333333333,0.09104089438915253
